['A1BG', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RPS6KA2', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['RPS6KA5', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RPS6KB2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RPS6KC1', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['RPS6KL1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RPTN', '5', '0', '0', '5', '473', '0', '473', '0.4443399361409', '1\n']
['RPUSD3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RPUSD4', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['RRAS', '1', '0', '0', '1', '48', '0', '48', '0.362728491736153', '1\n']
['RRBP1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RRH', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RRNAD1', '0', '0', '0', '0', '6', '0', '6', '1', '1\n']
['RRP1', '1', '0', '0', '1', '178', '0', '178', '0.807342724739207', '1\n']
['RRP12', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n', '188324']
['RRP36', '2', '0', '0', '2', '2', '0', '2', '0.000495893588449632', '1\n']
['RRP7A', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['RRP8', '1', '0', '0', '1', '109', '0', '109', '0.636408958134929', '1\n']
['RSAD1', '0', '0', '0', '0', '7', '0', '7', '1', '1\n']
['RSAD2', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['RSBN1', '1', '0', '0', '1', '123', '0', '123', '0.680359815971307', '1\n']
['RSC1A1', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['RSPH1', '0', '0', '0', '0', '158', '0', '158', '1', '1\n']
['RSPH10B', '1', '0', '0', '1', '223', '0', '223', '0.872705565960341', '1\n']
['RSPH10B2', '3', '0', '0', '3', '883', '0', '883', '0.987858650247139', '1\n']
['RSPH3', '1', '0', '0', '1', '19', '0', '19', '0.167963437741586', '1\n']
['RSPH6A', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['RSPH9', '0', '0', '0', '0', '13', '0', '13', '1', '1\n']
['RSPO1', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['RSPO3', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['RTBDN', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['RTCB', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RTDR1', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['RTKN2', '3', '0', '0', '3', '737', '0', '737', '0.96579382278833', '1\n']
['RTL1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RTN3', '1', '0', '0', '1', '96', '0', '96', '0.590209031628604', '1\n']
['RTN4', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['RTN4IP1', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['RTN4RL1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RTP3', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['RTP4', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RTTN', '0', '0', '0', '0', '13', '0', '13', '1', '1\n']
['RUFY2', '1', '0', '0', '1', '13', '0', '13', '0.120772769726693', '1\n']
['RUFY3', '2', '0', '0', '2', '3', '0', '3', '0.000821464138581235', '1\n']
['RUFY4', '2', '0', '0', '2', '70', '0', '70', '0.141067383260093', '1\n']
['RUSC2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['RWDD3', '1', '0', '0', '1', '63', '0', '63', '0.444853830052016', '1\n']
['RXFP1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['RXFP2', '1', '0', '0', '1', '27', '0', '27', '0.226971459122783', '1\n']
['RXFP3', '0', '0', '0', '0', '131', '0', '131', '1', '1\n']
['RXFP4', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['RYR1', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['RYR2', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n', '107430']
['RYR3', '3', '0', '0', '3', '9', '0', '9', '0.000158064522245771', '1\n']
['S100A1', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['S100A11', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['S100A16', '0', '0', '0', '0', '36', '0', '36', '1', '1\n']
['S100A2', '1', '0', '0', '1', '72', '0', '72', '0.488961825351604', '1\n']
['S100A5', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['S100A7L2', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['S100Z', '2', '0', '0', '2', '7', '0', '7', '0.00288613642849814', '1\n']
['S1PR1', '0', '0', '0', '0', '20', '0', '20', '1', '1\n']
['S1PR4', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['S1PR5', '0', '0', '0', '0', '142', '0', '142', '1', '1\n']
['SAA1', '2', '0', '0', '2', '636', '0', '636', '0.980673094055675', '1\n']
['SAAL1', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['SACM1L', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SACS', '1', '0', '0', '1', '10', '0', '10', '0.0961839986291075', '1\n']
['SAFB', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SAG', '1', '0', '0', '1', '12', '0', '12', '0.112651683545657', '1\n']
['SALL2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SALL3', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['SAMD10', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SAMD11', '0', '0', '0', '0', '58', '0', '58', '1', '1\n']
['SAMD14', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SAMD15', '4', '0', '0', '4', '591', '0', '591', '0.794004075351463', '1\n']
['SAMD3', '5', '0', '0', '5', '235', '0', '235', '0.0709972662841319', '1\n']
['SAMD9', '10', '0', '0', '10', '679', '0', '679', '0.104907606215218', '1\n']
['SAMD9L', '2', '0', '0', '2', '25', '0', '25', '0.0252431009053942', '1\n']
['SAMHD1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SAMSN1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SAP130', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['SAP18', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SAR1B', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SARDH', '1', '0', '0', '1', '139', '0', '139', '0.724127635816779', '1\n', 'ICGC_MB226']
['SARM1', '1', '0', '0', '1', '80', '0', '80', '0.525220574867713', '1\n']
['SARNP', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SASH1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SASS6', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SAT2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SAYSD1', '0', '0', '0', '0', '39', '0', '39', '1', '1\n']
['SBDS', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SBF1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SC5D', '0', '0', '0', '0', '14', '0', '14', '1', '1\n']
['SCAF4', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SCAMP4', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SCAND3', '1', '0', '0', '1', '61', '0', '61', '0.434546692688715', '1\n']
['SCAP', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['SCAPER', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SCARA3', '2', '0', '0', '2', '29', '0', '29', '0.0326509169499535', '1\n']
['SCARA5', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['SCARF1', '1', '0', '0', '1', '73', '0', '73', '0.493641293321686', '1\n']
['SCARF2', '1', '0', '1', '3', '0', '0', '0', '8.36643763246494e-05', '0.009151065341517\n']
['SCCPDH', '2', '0', '0', '2', '67', '0', '67', '0.131741702737261', '1\n']
['SCEL', '1', '0', '0', '1', '32', '0', '32', '0.261708937648002', '1\n', 'ICGC_MB132']
['SCFD2', '0', '0', '0', '0', '21', '0', '21', '1', '1\n', '130353']
['SCG3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SCG5', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SCGB1D1', '0', '0', '0', '0', '51', '0', '51', '1', '1\n']
['SCGB2A1', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['SCGB2B2', '0', '0', '0', '0', '13', '0', '13', '1', '1\n']
['SCGB3A1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SCGB3A2', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['SCGN', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SCIN', '1', '0', '0', '1', '19', '0', '19', '0.167963437741586', '1\n']
['SCLT1', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n', '127581']
['SCN10A', '4', '0', '0', '4', '32', '0', '32', '0.000325361906953584', '1\n']
['SCN11A', '2', '0', '0', '2', '15', '0', '15', '0.0103872990488327', '1\n']
['SCN3A', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SCN4A', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SCN4B', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['SCN5A', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['SCN7A', '4', '0', '0', '4', '407', '0', '407', '0.519518187921612', '1\n']
['SCN9A', '1', '0', '0', '1', '17', '0', '17', '0.152521307224677', '1\n']
['SCNM1', '0', '0', '0', '0', '10', '0', '10', '1', '1\n']
['SCNN1A', '1', '0', '0', '1', '150', '0', '150', '0.750692537849319', '1\n']
['SCNN1D', '2', '0', '0', '2', '74', '0', '74', '0.153709885872381', '1\n']
['SCO1', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['SCO2', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['SCP2', '2', '0', '0', '2', '27', '0', '27', '0.0288510001280414', '1\n']
['SCPEP1', '1', '0', '0', '1', '9', '0', '9', '0.0878360117495567', '1\n']
['SCRG1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SCRIB', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SCRN2', '1', '0', '0', '1', '61', '0', '61', '0.434546692688715', '1\n']
['SCRN3', '2', '0', '0', '2', '4', '0', '4', '0.00122470998794798', '1\n']
['SCTR', '2', '0', '0', '2', '57', '0', '57', '0.101832065547545', '1\n']
['SCUBE2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SCUBE3', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SCYL3', '0', '0', '0', '0', '17', '0', '17', '1', '1\n']
['SDAD1', '1', '0', '0', '1', '6', '0', '6', '0.0623270096964126', '1\n', 'ICGC_MB152']
['SDCBP', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SDCBP2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SDCCAG3', '2', '0', '0', '2', '48', '0', '48', '0.0768546318227464', '1\n']
['SDF2L1', '1', '0', '0', '1', '11', '0', '11', '0.104455656809899', '1\n']
['SDF4', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['SDHA', '2', '0', '0', '2', '50', '0', '50', '0.0822192931337016', '1\n']
['SDHAF2', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['SDIM1', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['SDK1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SDR16C5', '1', '0', '0', '1', '31', '0', '31', '0.254888505333937', '1\n']
['SDR42E1', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['SDR9C7', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['SDS', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SDSL', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SEC14L1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SEC14L3', '2', '0', '0', '2', '356', '0', '356', '0.840189319530398', '1\n']
['SEC14L4', '1', '0', '0', '1', '42', '0', '42', '0.326575056229633', '1\n']
['SEC14L5', '0', '0', '0', '0', '107', '0', '107', '1', '1\n']
['SEC16A', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SEC16B', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['SEC22A', '0', '0', '0', '0', '24', '0', '24', '1', '1\n']
['SEC22C', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['SEC23A', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SEC23B', '4', '1', '0', '5', '22', '0', '22', '8.87952526183696e-05', '0.009151065341517\n']
['SEC23IP', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['SEC24A', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['SEC24B', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SEC24D', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['SEC31A', '2', '0', '0', '2', '175', '0', '175', '0.482484110753907', '1\n']
['SEC31B', '4', '0', '0', '4', '85', '0', '85', '0.00921462502278977', '1\n']
['SEC61A2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SECISBP2', '2', '0', '0', '2', '17', '0', '17', '0.0129038018831697', '1\n']
['SECISBP2L', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SECTM1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SEH1L', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SEL1L', '0', '0', '0', '0', '6', '0', '6', '1', '1\n']
['SEL1L2', '0', '0', '0', '0', '15', '0', '15', '1', '1\n']
['SEL1L3', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['SELE', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['SELENBP1', '1', '0', '0', '1', '9', '0', '9', '0.0878360117495567', '1\n']
['SELL', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['SELM', '0', '0', '0', '0', '53', '0', '53', '1', '1\n']
['SELO', '3', '0', '0', '3', '125', '0', '125', '0.113445845374125', '1\n']
['SELP', '4', '0', '0', '4', '465', '0', '465', '0.622916570940722', '1\n']
['SELPLG', '0', '0', '0', '0', '8', '0', '8', '1', '1\n']
['SEMA3A', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['SEMA3E', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SEMA3G', '1', '0', '0', '1', '64', '0', '64', '0.449936793707548', '1\n']
['SEMA4A', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['SEMA4F', '3', '0', '0', '3', '35', '0', '35', '0.00507891725817829', '1\n']
['SEMA4G', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['SEMA5B', '0', '0', '0', '0', '45', '0', '45', '1', '1\n']
['SEMA6B', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SEMG1', '0', '0', '0', '0', '31', '0', '31', '1', '1\n']
['SEMG2', '2', '0', '0', '2', '240', '0', '240', '0.650617815135551', '1\n']
['SENP5', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SENP6', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SENP8', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SEPHS2', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['SEPN1', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['SEPP1', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['SEPSECS', '2', '0', '0', '2', '2', '0', '2', '0.000495893588449632', '1\n']
['SEPT1', '2', '0', '0', '2', '76', '0', '76', '0.16011092875633', '1\n']
['SEPT3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SERAC1', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['SERHL2', '5', '0', '0', '5', '473', '0', '473', '0.4443399361409', '1\n']
['SERINC2', '2', '0', '0', '2', '186', '0', '186', '0.51426041472779', '1\n']
['SERINC3', '1', '0', '0', '1', '21', '0', '21', '0.183124451583018', '1\n']
['SERINC4', '2', '0', '0', '2', '43', '0', '43', '0.0639684446815166', '1\n']
['SERINC5', '2', '0', '0', '2', '5', '0', '5', '0.00170418490988962', '1\n']
['SERPINA1', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['SERPINA10', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SERPINA12', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['SERPINA3', '1', '0', '0', '1', '94', '0', '94', '0.582598454856285', '1\n']
['SERPINA4', '2', '0', '0', '2', '162', '0', '162', '0.443319960683354', '1\n']
['SERPINA6', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SERPINA9', '0', '0', '0', '0', '16', '0', '16', '1', '1\n']
['SERPINB10', '1', '0', '0', '1', '278', '0', '278', '0.92330907839118', '1\n']
['SERPINB12', '3', '0', '0', '3', '93', '0', '93', '0.0584610464719465', '1\n']
['SERPINB13', '2', '0', '0', '2', '13', '0', '13', '0.00811714676948839', '1\n']
['SERPINB3', '2', '0', '0', '2', '358', '0', '358', '0.842434201623379', '1\n']
['SERPINB4', '2', '0', '1', '4', '123', '0', '123', '0.109573371285983', '0.009151065341517\n']
['SERPINB5', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SERPINB7', '4', '0', '0', '4', '171', '0', '171', '0.077977552754077', '1\n']
['SERPINB8', '4', '0', '0', '4', '184', '0', '184', '0.0952115936434774', '1\n']
['SERPINE3', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['SERPING1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SERPINI2', '2', '0', '0', '2', '151', '0', '151', '0.408929550652241', '1\n']
['SERTAD3', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['SESN1', '2', '0', '0', '2', '19', '0', '19', '0.0156569427024592', '1\n']
['SETD1B', '1', '0', '0', '1', '42', '0', '42', '0.326575056229633', '1\n']
['SETD2', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['SETD4', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['SETD5', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['SETD6', '3', '0', '0', '3', '36', '0', '36', '0.00546511500676747', '1\n']
['SETD7', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SETD8', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SETD9', '1', '0', '0', '1', '52', '0', '52', '0.385746909290813', '1\n']
['SETMAR', '0', '0', '0', '0', '13', '0', '13', '1', '1\n']
['SETX', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['SF3A2', '1', '0', '0', '1', '66', '0', '66', '0.459963655281469', '1\n']
['SF3B4', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SFI1', '4', '0', '0', '4', '299', '0', '299', '0.301708397041616', '1\n']
['SFT2D1', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['SFT2D2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SFTA3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SFTPA1', '2', '0', '0', '2', '39', '0', '39', '0.0542525255258883', '1\n']
['SFTPA2', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['SFTPB', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SFTPD', '0', '0', '0', '0', '30', '0', '30', '1', '1\n']
['SFXN3', '6', '0', '0', '6', '202', '0', '202', '0.0128027815485222', '1\n']
['SGCB', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['SGCD', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SGCZ', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['SGK2', '2', '0', '0', '2', '24', '0', '24', '0.0235137795664304', '1\n']
['SGK223', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['SGK3', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['SGMS1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SGMS2', '0', '0', '0', '0', '14', '0', '14', '1', '1\n']
['SGOL1', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['SGOL2', '3', '0', '0', '3', '4', '0', '4', '2.6022683093875e-05', '1\n']
['SGPP2', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['SGSH', '0', '0', '0', '0', '18', '0', '18', '1', '1\n']
['SGSM1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SGSM3', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['SH2B2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SH2B3', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['SH2D3A', '2', '0', '0', '2', '158', '0', '158', '0.43094013194505', '1\n']
['SH2D4A', '2', '0', '0', '2', '268', '0', '268', '0.708420279422175', '1\n']
['SH2D4B', '2', '0', '0', '2', '13', '0', '13', '0.00811714676948839', '1\n']
['SH2D5', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SH2D6', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SH2D7', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['SH3BGR', '0', '0', '0', '0', '34', '0', '34', '1', '1\n']
['SH3BGRL3', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SH3BP1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SH3BP2', '2', '0', '0', '2', '139', '0', '139', '0.370269908726943', '1\n']
['SH3BP5', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['SH3BP5L', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SH3D19', '2', '0', '0', '2', '7', '0', '7', '0.00288613642849814', '1\n']
['SH3D21', '0', '0', '0', '0', '9', '0', '9', '1', '1\n']
['SH3GL3', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['SH3GLB1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SH3GLB2', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['SH3PXD2B', '0', '0', '0', '0', '147', '0', '147', '1', '1\n']
['SH3RF2', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['SH3RF3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SH3TC1', '1', '0', '0', '1', '146', '0', '146', '0.741342001879917', '1\n']
['SH3TC2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SH3YL1', '2', '0', '0', '2', '195', '0', '195', '0.539280446684583', '1\n']
['SHANK2', '2', '0', '0', '2', '24', '0', '24', '0.0235137795664304', '1\n']
['SHANK3', '2', '0', '0', '2', '19', '0', '19', '0.0156569427024592', '1\n']
['SHARPIN', '2', '0', '0', '2', '8', '0', '8', '0.00358581920946871', '1\n']
['SHBG', '1', '0', '0', '1', '91', '0', '91', '0.570917008937601', '1\n']
['SHC2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['SHC4', '0', '0', '0', '0', '1', '0', '1', '1', '1\n', '148353']
['SHCBP1', '1', '0', '0', '1', '26', '0', '26', '0.219830425860041', '1\n']
['SHCBP1L', '4', '0', '0', '4', '508', '0', '508', '0.689814168820968', '1\n']
['SHE', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['SHF', '2', '0', '0', '2', '155', '0', '155', '0.421559529195744', '1\n']
['SHISA3', '1', '0', '0', '1', '6', '0', '6', '0.0623270096964126', '1\n']
['SHISA5', '2', '0', '0', '2', '83', '0', '83', '0.182866203094335', '1\n']
['SHKBP1', '2', '0', '0', '2', '19', '0', '19', '0.0156569427024592', '1\n']
['SHMT1', '3', '0', '0', '3', '408', '0', '408', '0.726600703963933', '1\n']
['SHMT2', '2', '0', '0', '2', '7', '0', '7', '0.00288613642849814', '1\n']
['SHPK', '3', '0', '0', '3', '207', '0', '207', '0.302026652313824', '1\n']
